OrderID,OrderDate,ShipDate,ShipMode,CustomerID,AddressID
CA-2014-142839,2014-08-20,2014-08-20,Standard Class,TS-21610,TS-21610A6
CA-2017-129833,2017-12-15,2017-12-15,Standard Class,HF-14995,HF-14995A6
US-2016-154361,2016-03-19,2016-03-19,Standard Class,HZ-14950,HZ-14950A3
US-2016-158708,2016-06-29,2016-06-29,Second Class,AB-10255,AB-10255A7
CA-2015-156335,2015-09-28,2015-09-28,Second Class,PO-19195,PO-19195A2
CA-2015-148376,2015-12-31,2015-12-31,Standard Class,AG-10900,AG-10900A3
CA-2014-135657,2014-06-07,2014-06-07,Second Class,SC-20725,SC-20725A9
CA-2015-114069,2015-07-15,2015-07-15,Second Class,ND-18370,ND-18370A5
CA-2014-139857,2014-02-06,2014-02-06,Standard Class,CD-12790,CD-12790A4
CA-2016-106306,2016-03-08,2016-03-08,Same Day,PG-18820,PG-18820A5
CA-2015-100545,2015-11-26,2015-11-26,Standard Class,IM-15070,IM-15070A3
CA-2017-123491,2017-11-05,2017-11-05,Standard Class,JK-15205,JK-15205A1
CA-2015-145401,2015-02-04,2015-02-04,Standard Class,JP-15520,JP-15520A2
US-2017-124968,2017-09-13,2017-09-13,Second Class,MM-18055,MM-18055A5
CA-2017-104003,2017-10-13,2017-10-13,Standard Class,DC-13285,DC-13285A5
CA-2016-154788,2016-05-04,2016-05-04,Standard Class,JL-15835,JL-15835A10
CA-2016-169943,2016-05-24,2016-05-24,Standard Class,BN-11515,BN-11515A5
US-2015-123218,2015-12-25,2015-12-25,Standard Class,KD-16345,KD-16345A1
CA-2015-127453,2015-12-20,2015-12-20,First Class,JK-15370,JK-15370A8
US-2017-164056,2017-05-04,2017-05-04,Second Class,FM-14215,FM-14215A8
CA-2016-106894,2016-02-07,2016-02-07,Same Day,CA-12265,CA-12265A9
CA-2014-125136,2014-10-03,2014-10-03,Standard Class,KD-16495,KD-16495A8
US-2016-131149,2016-07-14,2016-07-14,Standard Class,LH-17155,LH-17155A1
CA-2017-101483,2017-08-01,2017-08-01,Second Class,AG-10675,AG-10675A4
CA-2015-130204,2015-09-09,2015-09-09,Standard Class,DB-13120,DB-13120A1
CA-2014-110527,2014-08-16,2014-08-16,Standard Class,ED-13885,ED-13885A1
CA-2017-152807,2017-11-03,2017-11-03,Standard Class,MC-18100,MC-18100A6
CA-2014-133270,2014-06-09,2014-06-09,First Class,BM-11785,BM-11785A7
CA-2016-155670,2016-08-17,2016-08-17,Second Class,EM-14065,EM-14065A2
US-2014-157406,2014-04-29,2014-04-29,Standard Class,DA-13450,DA-13450A4
CA-2015-139094,2015-11-27,2015-11-27,Standard Class,MO-17800,MO-17800A5
CA-2017-168837,2017-10-17,2017-10-17,First Class,JW-15955,JW-15955A6
CA-2017-116715,2017-12-05,2017-12-05,First Class,VW-21775,VW-21775A9
CA-2015-135622,2015-12-11,2015-12-11,Second Class,TT-21460,TT-21460A5
US-2015-107349,2015-07-15,2015-07-15,First Class,SL-20155,SL-20155A1
CA-2014-139017,2014-05-17,2014-05-17,Standard Class,RM-19375,RM-19375A4
CA-2014-141817,2014-01-12,2014-01-12,Standard Class,MB-18085,MB-18085A7
CA-2015-130785,2015-09-09,2015-09-09,Standard Class,AG-10900,AG-10900A8
CA-2016-110254,2016-08-08,2016-08-08,Standard Class,ML-17755,ML-17755A7
US-2014-158057,2014-03-26,2014-03-26,Standard Class,CC-12685,CC-12685A1
CA-2017-146024,2017-03-08,2017-03-08,Standard Class,SC-20770,SC-20770A4
CA-2016-129686,2016-11-29,2016-11-29,Second Class,GG-14650,GG-14650A4
CA-2014-118976,2014-05-03,2014-05-03,Standard Class,MY-18295,MY-18295A1
CA-2015-105347,2015-11-28,2015-11-28,Standard Class,DP-13000,DP-13000A2
CA-2016-124667,2016-11-16,2016-11-16,Standard Class,BD-11770,BD-11770A6
CA-2015-111094,2015-07-13,2015-07-13,Standard Class,CB-12535,CB-12535A1
CA-2017-166317,2017-09-26,2017-09-26,Standard Class,JE-15610,JE-15610A2
CA-2015-154326,2015-02-19,2015-02-19,Standard Class,RP-19855,RP-19855A2
CA-2014-102008,2014-10-04,2014-10-04,Standard Class,RA-19915,RA-19915A2
CA-2014-120474,2014-12-03,2014-12-03,First Class,RP-19390,RP-19390A3
CA-2014-104773,2014-12-13,2014-12-13,Standard Class,TB-21175,TB-21175A1
CA-2016-140774,2016-09-10,2016-09-10,Standard Class,BE-11455,BE-11455A5
US-2017-139465,2017-08-30,2017-08-30,First Class,MR-17545,MR-17545A2
CA-2016-100965,2016-07-11,2016-07-11,Standard Class,RM-19375,RM-19375A3
CA-2016-121034,2016-08-10,2016-08-10,Second Class,JF-15565,JF-15565A6
CA-2016-149461,2016-11-19,2016-11-19,Standard Class,AS-10135,AS-10135A2
CA-2017-158379,2017-09-26,2017-09-26,Second Class,JA-15970,JA-15970A8
US-2016-116729,2016-12-28,2016-12-28,First Class,GK-14620,GK-14620A3
CA-2016-164938,2016-02-13,2016-02-13,First Class,PB-19210,PB-19210A1
CA-2016-165484,2016-10-29,2016-10-29,Standard Class,HK-14890,HK-14890A3
CA-2014-132612,2014-06-11,2014-06-11,Second Class,FO-14305,FO-14305A1
US-2017-161193,2017-11-26,2017-11-26,Standard Class,BT-11680,BT-11680A2
CA-2015-131597,2015-09-18,2015-09-18,Standard Class,SP-20620,SP-20620A3
CA-2015-164833,2015-06-04,2015-06-04,Same Day,LL-16840,LL-16840A2
CA-2015-125423,2015-12-15,2015-12-15,Second Class,MC-17575,MC-17575A4
US-2014-130379,2014-05-29,2014-05-29,Standard Class,JL-15235,JL-15235A4
CA-2016-168956,2016-02-20,2016-02-20,Standard Class,EA-14035,EA-14035A10
CA-2016-167507,2016-12-28,2016-12-28,Standard Class,SA-20830,SA-20830A9
CA-2016-109344,2016-02-11,2016-02-11,Second Class,CH-12070,CH-12070A2
US-2015-140851,2015-07-15,2015-07-15,Second Class,ND-18460,ND-18460A3
CA-2014-103373,2014-05-24,2014-05-24,Standard Class,BS-11755,BS-11755A3
CA-2017-145884,2017-10-21,2017-10-21,Same Day,SL-20155,SL-20155A7
CA-2015-131422,2015-11-09,2015-11-09,Standard Class,GB-14530,GB-14530A5
CA-2017-162691,2017-08-07,2017-08-07,Standard Class,AS-10045,AS-10045A4
CA-2014-141278,2014-06-24,2014-06-24,First Class,RM-19375,RM-19375A2
CA-2017-122693,2017-02-21,2017-02-21,Second Class,NH-18610,NH-18610A3
CA-2014-117345,2014-08-05,2014-08-05,Standard Class,BF-10975,BF-10975A7
CA-2016-157763,2016-07-23,2016-07-23,Standard Class,KH-16330,KH-16330A1
CA-2015-135391,2015-02-11,2015-02-11,Second Class,FA-14230,FA-14230A2
US-2017-113852,2017-08-02,2017-08-02,Standard Class,GW-14605,GW-14605A1
US-2017-158512,2017-01-17,2017-01-17,Second Class,DA-13450,DA-13450A3
CA-2017-128370,2017-09-10,2017-09-10,Same Day,FH-14275,FH-14275A3
CA-2015-160472,2015-07-25,2015-07-25,Second Class,RK-19300,RK-19300A2
CA-2014-114643,2014-06-17,2014-06-17,Standard Class,FM-14215,FM-14215A4
US-2017-158218,2017-05-15,2017-05-15,Second Class,AC-10420,AC-10420A1
CA-2015-121608,2015-09-05,2015-09-05,First Class,JB-15400,JB-15400A3
US-2017-121251,2017-03-27,2017-03-27,First Class,GM-14440,GM-14440A2
CA-2014-151078,2014-11-12,2014-11-12,Same Day,RF-19840,RF-19840A7
US-2016-100839,2016-10-17,2016-10-17,Standard Class,NC-18625,NC-18625A5
US-2017-116659,2017-11-12,2017-11-12,Same Day,NG-18355,NG-18355A5
CA-2017-118857,2017-04-18,2017-04-18,First Class,AH-10075,AH-10075A10
CA-2015-127110,2015-07-01,2015-07-01,Standard Class,CH-12070,CH-12070A3
CA-2016-148201,2016-08-29,2016-08-29,Second Class,CC-12145,CC-12145A1
CA-2014-116932,2014-07-25,2014-07-25,Standard Class,ME-18010,ME-18010A3
CA-2017-142888,2017-11-25,2017-11-25,Standard Class,BP-11230,BP-11230A2
CA-2014-147914,2014-06-09,2014-06-09,Standard Class,MP-17470,MP-17470A5
US-2016-112977,2016-03-16,2016-03-16,Standard Class,CJ-12010,CJ-12010A7
CA-2017-112039,2017-03-29,2017-03-29,Standard Class,JC-15775,JC-15775A5
CA-2017-118885,2018-01-02,2018-01-02,Standard Class,JG-15160,JG-15160A1
US-2017-166611,2017-04-02,2017-04-02,Standard Class,CK-12760,CK-12760A6
CA-2015-109512,2015-03-05,2015-03-05,Same Day,LF-17185,LF-17185A1
CA-2016-118570,2016-11-17,2016-11-17,Standard Class,CC-12430,CC-12430A8
CA-2017-154718,2017-01-23,2017-01-23,Second Class,DL-12865,DL-12865A2
CA-2016-147578,2016-04-26,2016-04-26,Second Class,PG-18895,PG-18895A9
CA-2014-140165,2014-05-15,2014-05-15,First Class,EH-14005,EH-14005A4
CA-2014-142587,2014-10-22,2014-10-22,First Class,TB-21520,TB-21520A8
CA-2014-157623,2014-03-18,2014-03-18,Standard Class,DK-13225,DK-13225A5
CA-2017-145310,2017-12-24,2017-12-24,Second Class,JP-15520,JP-15520A4
CA-2016-100083,2016-11-29,2016-11-29,Standard Class,CD-11980,CD-11980A1
US-2017-108063,2017-12-05,2017-12-05,First Class,AS-10090,AS-10090A4
CA-2015-109197,2016-01-04,2016-01-04,Standard Class,JO-15280,JO-15280A5
CA-2017-141789,2017-10-06,2017-10-06,First Class,AC-10450,AC-10450A6
CA-2014-169775,2014-09-02,2014-09-02,Second Class,RA-19945,RA-19945A4
CA-2016-140543,2016-07-03,2016-07-03,Second Class,Co-12640,Co-12640A1
CA-2016-151141,2016-08-23,2016-08-23,First Class,DW-13480,DW-13480A5
CA-2017-167094,2017-10-22,2017-10-22,First Class,DK-12835,DK-12835A1
CA-2017-154410,2017-10-24,2017-10-24,First Class,MD-17860,MD-17860A2
US-2016-150567,2016-05-21,2016-05-21,Standard Class,RP-19855,RP-19855A7
CA-2015-157959,2015-02-04,2015-02-04,First Class,RW-19540,RW-19540A4
CA-2017-105886,2017-12-23,2017-12-23,Standard Class,DB-13660,DB-13660A6
CA-2016-105963,2016-11-22,2016-11-22,Standard Class,SC-20770,SC-20770A5
CA-2017-121503,2017-07-06,2017-07-06,Second Class,FH-14275,FH-14275A2
CA-2014-103366,2014-01-17,2014-01-17,First Class,EH-13990,EH-13990A6
CA-2017-124597,2017-05-05,2017-05-05,Standard Class,AS-10630,AS-10630A2
CA-2015-105634,2015-11-14,2015-11-14,Standard Class,HA-14905,HA-14905A6
CA-2015-123673,2015-11-01,2015-11-01,Second Class,CH-12070,CH-12070A1
US-2017-111423,2017-08-19,2017-08-19,First Class,EH-13765,EH-13765A12
CA-2015-125178,2015-10-09,2015-10-09,Standard Class,MZ-17515,MZ-17515A3
CA-2016-156685,2016-07-10,2016-07-10,Second Class,SC-20230,SC-20230A4
CA-2017-126865,2017-12-07,2017-12-07,Second Class,NP-18325,NP-18325A5
CA-2017-102834,2017-03-13,2017-03-13,Standard Class,LW-16990,LW-16990A4
US-2016-139710,2016-06-15,2016-06-15,Standard Class,GM-14680,GM-14680A1
CA-2017-121538,2017-12-01,2017-12-01,First Class,RH-19495,RH-19495A5
US-2017-101539,2017-03-18,2017-03-18,Second Class,VM-21685,VM-21685A7
CA-2016-152121,2016-11-29,2016-11-29,Second Class,CC-12670,CC-12670A6
CA-2017-161200,2017-08-10,2017-08-10,Second Class,SV-20365,SV-20365A1
CA-2017-101245,2017-12-03,2017-12-03,Standard Class,LW-16990,LW-16990A2
CA-2015-141768,2015-05-27,2015-05-27,Second Class,NP-18685,NP-18685A2
CA-2016-112109,2016-07-12,2016-07-12,Standard Class,JE-15715,JE-15715A4
CA-2017-144064,2017-09-01,2017-09-01,First Class,CP-12085,CP-12085A8
CA-2016-108581,2016-06-26,2016-06-26,Standard Class,EA-14035,EA-14035A5
CA-2017-157987,2017-09-06,2017-09-06,Standard Class,AC-10615,AC-10615A4
CA-2017-110905,2017-09-15,2017-09-15,Second Class,RW-19690,RW-19690A1
CA-2017-165841,2017-12-28,2017-12-28,Standard Class,DB-13210,DB-13210A9
CA-2017-117485,2017-09-29,2017-09-29,Standard Class,BD-11320,BD-11320A3
CA-2017-140242,2017-05-11,2017-05-11,Standard Class,ML-17755,ML-17755A4
CA-2014-148950,2014-12-19,2014-12-19,Standard Class,JD-16015,JD-16015A3
CA-2014-110408,2014-10-20,2014-10-20,Second Class,AS-10225,AS-10225A1
CA-2015-109939,2015-05-12,2015-05-12,Standard Class,AA-10375,AA-10375A7
CA-2016-112669,2016-04-14,2016-04-14,Same Day,KT-16465,KT-16465A5
CA-2015-119592,2015-12-16,2015-12-16,Second Class,MM-18280,MM-18280A8
CA-2014-122749,2014-12-09,2014-12-09,Standard Class,NG-18430,NG-18430A3
CA-2014-164721,2014-11-27,2014-11-27,Second Class,LW-16825,LW-16825A5
CA-2016-147417,2016-07-27,2016-07-27,First Class,CB-12415,CB-12415A6
CA-2015-127509,2015-11-13,2015-11-13,Standard Class,AS-10090,AS-10090A3
CA-2017-111374,2017-02-28,2017-02-28,Standard Class,CB-12415,CB-12415A7
CA-2017-133648,2017-07-02,2017-07-02,Standard Class,ML-17755,ML-17755A5
US-2017-147221,2017-12-04,2017-12-04,Second Class,JS-16030,JS-16030A4
CA-2014-131905,2014-02-09,2014-02-09,First Class,ND-18460,ND-18460A1
CA-2017-166128,2017-04-18,2017-04-18,Standard Class,LW-17215,LW-17215A2
CA-2017-163510,2017-12-28,2017-12-28,Second Class,JW-15955,JW-15955A5
US-2017-143028,2017-04-18,2017-04-18,Standard Class,SC-20050,SC-20050A5
CA-2014-111150,2015-01-04,2015-01-04,Standard Class,RW-19630,RW-19630A3
CA-2017-165386,2017-08-04,2017-08-04,First Class,CM-12190,CM-12190A2
CA-2014-116407,2014-11-21,2014-11-21,Standard Class,JF-15190,JF-15190A4
CA-2015-155761,2015-12-11,2015-12-11,Same Day,SC-20800,SC-20800A4
CA-2016-145905,2016-09-23,2016-09-23,Standard Class,AM-10705,AM-10705A7
CA-2015-113110,2015-03-23,2015-03-23,Standard Class,BK-11260,BK-11260A4
CA-2016-168354,2016-09-21,2016-09-21,First Class,RH-19510,RH-19510A4
US-2017-111241,2017-08-22,2017-08-22,Second Class,GM-14500,GM-14500A3
CA-2015-114237,2015-03-15,2015-03-15,First Class,MC-17275,MC-17275A2
CA-2016-113516,2016-09-10,2016-09-10,Second Class,VM-21685,VM-21685A5
CA-2015-117961,2015-11-30,2015-11-30,Standard Class,GP-14740,GP-14740A1
CA-2016-128923,2016-12-13,2016-12-13,Standard Class,GB-14530,GB-14530A7
CA-2017-162481,2017-09-29,2017-09-29,Standard Class,CT-11995,CT-11995A2
CA-2015-119214,2015-01-27,2015-01-27,Standard Class,CW-11905,CW-11905A4
CA-2015-122287,2015-06-23,2015-06-23,Standard Class,SN-20560,SN-20560A2
CA-2015-104493,2015-10-08,2015-10-08,Standard Class,EB-13705,EB-13705A8
US-2017-158946,2017-11-23,2017-11-23,Standard Class,JW-15220,JW-15220A6
CA-2014-129168,2014-08-23,2014-08-23,Standard Class,KB-16585,KB-16585A5
CA-2016-131835,2016-07-21,2016-07-21,Standard Class,MC-17590,MC-17590A5
CA-2015-142237,2015-07-13,2015-07-13,First Class,CK-12595,CK-12595A11
CA-2016-136434,2016-12-07,2016-12-07,Standard Class,RD-19480,RD-19480A7
CA-2017-120376,2017-12-25,2017-12-25,First Class,TP-21130,TP-21130A1
CA-2014-106439,2014-11-04,2014-11-04,Standard Class,GG-14650,GG-14650A6
CA-2015-133452,2015-04-19,2015-04-19,Standard Class,ZC-21910,ZC-21910A1
CA-2016-146521,2016-07-23,2016-07-23,Second Class,CC-12610,CC-12610A3
US-2017-110996,2017-11-25,2017-11-25,Standard Class,KA-16525,KA-16525A3
CA-2016-129693,2016-12-02,2016-12-02,Standard Class,TC-20980,TC-20980A3
CA-2017-122504,2017-11-12,2017-11-12,Second Class,DB-13270,DB-13270A7
CA-2014-131051,2014-12-05,2014-12-05,Standard Class,TR-21325,TR-21325A1
CA-2017-140676,2017-09-15,2017-09-15,First Class,BF-11080,BF-11080A1
CA-2015-120103,2015-12-29,2015-12-29,Standard Class,MS-17365,MS-17365A2
CA-2017-104647,2017-03-01,2017-03-01,Standard Class,CK-12595,CK-12595A2
CA-2014-110352,2014-11-29,2014-11-29,Standard Class,ED-13885,ED-13885A5
CA-2016-140501,2016-06-28,2016-06-28,Standard Class,IM-15070,IM-15070A5
CA-2015-139290,2015-10-30,2015-10-30,Standard Class,MY-17380,MY-17380A6
CA-2017-166142,2017-07-19,2017-07-19,Standard Class,MM-17260,MM-17260A3
CA-2014-145926,2014-11-21,2014-11-21,Standard Class,MP-17470,MP-17470A6
CA-2015-149678,2015-04-15,2015-04-15,Second Class,AW-10840,AW-10840A4
US-2015-164357,2015-11-29,2015-11-29,Standard Class,SF-20065,SF-20065A2
US-2016-146570,2016-05-20,2016-05-20,Standard Class,SN-20710,SN-20710A4
CA-2017-124401,2017-09-12,2017-09-12,Standard Class,RD-19900,RD-19900A4
US-2014-140116,2014-03-17,2014-03-17,Standard Class,KT-16480,KT-16480A4
CA-2014-123295,2014-07-18,2014-07-18,Same Day,AH-10120,AH-10120A6
CA-2017-167101,2017-03-28,2017-03-28,Second Class,BM-11650,BM-11650A11
US-2014-167633,2014-10-05,2014-10-05,Standard Class,BW-11200,BW-11200A6
US-2014-152723,2014-09-26,2014-09-26,Same Day,HG-14965,HG-14965A10
CA-2015-164882,2015-10-31,2015-10-31,Same Day,SG-20080,SG-20080A3
CA-2015-159786,2015-10-17,2015-10-17,Second Class,RK-19300,RK-19300A1
CA-2016-130267,2016-09-23,2016-09-23,Standard Class,SW-20245,SW-20245A6
CA-2017-155460,2017-04-15,2017-04-15,First Class,RW-19630,RW-19630A2
US-2017-168690,2017-01-13,2017-01-13,Standard Class,TS-21085,TS-21085A1
CA-2017-158246,2017-11-11,2017-11-11,First Class,JB-15400,JB-15400A8
CA-2017-167381,2017-09-24,2017-09-24,Second Class,EH-14005,EH-14005A1
CA-2017-144862,2017-12-05,2017-12-05,Standard Class,EH-14005,EH-14005A5
CA-2014-126032,2014-06-28,2014-06-28,Standard Class,BS-11665,BS-11665A2
CA-2015-134859,2015-10-09,2015-10-09,Standard Class,JK-16120,JK-16120A7
US-2014-114188,2014-05-22,2014-05-22,Second Class,RF-19345,RF-19345A4
CA-2015-156524,2015-11-26,2015-11-26,Standard Class,DL-12865,DL-12865A7
CA-2015-122210,2015-12-04,2015-12-04,Standard Class,WB-21850,WB-21850A4
CA-2015-156377,2016-01-05,2016-01-05,Standard Class,TB-21625,TB-21625A6
US-2017-157896,2017-11-16,2017-11-16,Same Day,CB-12415,CB-12415A8
CA-2014-159520,2014-06-11,2014-06-11,Standard Class,GT-14635,GT-14635A1
CA-2016-155481,2016-09-05,2016-09-05,Standard Class,DK-13225,DK-13225A1
US-2016-152051,2016-06-29,2016-06-29,Standard Class,TS-21160,TS-21160A5
CA-2014-141607,2014-12-17,2014-12-17,Standard Class,WB-21850,WB-21850A2
CA-2017-102771,2017-04-05,2017-04-05,Standard Class,DO-13435,DO-13435A4
US-2017-139969,2017-11-26,2017-11-26,Standard Class,AF-10870,AF-10870A3
CA-2014-167360,2014-11-29,2014-11-29,Second Class,RB-19435,RB-19435A4
CA-2015-123505,2015-11-26,2015-11-26,Standard Class,AR-10540,AR-10540A2
CA-2016-117282,2016-07-18,2016-07-18,Standard Class,DR-12880,DR-12880A2
US-2016-120460,2016-05-05,2016-05-05,Standard Class,BF-11170,BF-11170A7
CA-2016-111115,2016-07-27,2016-07-27,Second Class,LB-16735,LB-16735A1
CA-2014-124646,2014-06-24,2014-06-24,First Class,DV-13465,DV-13465A5
CA-2017-148166,2017-10-26,2017-10-26,Standard Class,NK-18490,NK-18490A4
CA-2016-159737,2016-09-09,2016-09-09,Standard Class,CS-11950,CS-11950A7
CA-2016-141019,2016-05-14,2016-05-14,Same Day,LH-17155,LH-17155A4
CA-2016-101938,2016-01-12,2016-01-12,Standard Class,DW-13480,DW-13480A4
CA-2017-166296,2017-03-19,2017-03-19,Standard Class,KF-16285,KF-16285A3
CA-2016-154018,2016-10-19,2016-10-19,Standard Class,HA-14920,HA-14920A5
CA-2017-117870,2017-01-30,2017-01-30,Second Class,JH-15820,JH-15820A6
US-2017-137491,2017-11-25,2017-11-25,Standard Class,LC-16930,LC-16930A2
CA-2014-152296,2014-08-03,2014-08-03,First Class,IL-15100,IL-15100A3
CA-2016-112025,2016-08-04,2016-08-04,Standard Class,LS-16975,LS-16975A7
CA-2015-132507,2015-08-03,2015-08-03,Second Class,CC-12610,CC-12610A7
CA-2016-125738,2016-10-21,2016-10-21,Standard Class,PB-18805,PB-18805A3
CA-2016-128818,2016-05-11,2016-05-11,Standard Class,CJ-12010,CJ-12010A8
CA-2017-124576,2017-08-04,2017-08-04,Second Class,HK-14890,HK-14890A2
CA-2016-101378,2016-07-14,2016-07-14,Same Day,RH-19600,RH-19600A3
CA-2017-143063,2017-08-15,2017-08-15,Standard Class,IL-15100,IL-15100A5
CA-2016-118913,2016-06-29,2016-06-29,Standard Class,AS-10240,AS-10240A5
CA-2016-128412,2016-12-17,2016-12-17,Standard Class,AP-10915,AP-10915A5
CA-2016-136483,2016-12-06,2016-12-06,Standard Class,AG-10390,AG-10390A3
CA-2014-163013,2014-12-04,2014-12-04,Standard Class,BF-11080,BF-11080A3
CA-2015-135363,2015-04-02,2015-04-02,Standard Class,CK-12205,CK-12205A7
US-2014-165659,2014-06-06,2014-06-06,Standard Class,LT-17110,LT-17110A3
CA-2015-138002,2015-09-12,2015-09-12,Standard Class,BT-11305,BT-11305A1
CA-2015-128860,2015-07-05,2015-07-05,Standard Class,SC-20725,SC-20725A5
CA-2016-164350,2016-09-12,2016-09-12,Second Class,CG-12040,CG-12040A1
US-2014-103905,2014-07-20,2014-07-20,Standard Class,AW-10930,AW-10930A4
CA-2015-129854,2015-08-26,2015-08-26,Standard Class,RB-19705,RB-19705A4
CA-2014-125556,2014-11-16,2014-11-16,Second Class,ML-17410,ML-17410A4
CA-2016-162313,2016-11-30,2016-11-30,First Class,VB-21745,VB-21745A3
CA-2017-107874,2017-11-25,2017-11-25,Standard Class,SW-20275,SW-20275A2
CA-2017-129378,2017-10-02,2017-10-02,First Class,NS-18505,NS-18505A4
CA-2014-151953,2014-09-25,2014-09-25,Standard Class,DB-13555,DB-13555A4
CA-2017-130841,2017-08-01,2017-08-01,Standard Class,MH-17620,MH-17620A4
CA-2015-131884,2015-12-06,2015-12-06,Same Day,DK-13375,DK-13375A7
CA-2017-121909,2017-08-05,2017-08-05,Standard Class,EA-14035,EA-14035A2
CA-2016-106383,2016-03-21,2016-03-21,Second Class,BT-11440,BT-11440A4
CA-2017-130771,2017-08-03,2017-08-03,Standard Class,LA-16780,LA-16780A8
CA-2016-139157,2016-10-05,2016-10-05,Standard Class,GM-14680,GM-14680A5
CA-2014-128055,2014-04-05,2014-04-05,Standard Class,AA-10315,AA-10315A5
CA-2017-157091,2017-07-01,2017-07-01,Standard Class,DB-13405,DB-13405A4
CA-2017-132122,2017-07-14,2017-07-14,Standard Class,JH-15820,JH-15820A2
CA-2015-123232,2015-12-16,2015-12-16,Second Class,DJ-13630,DJ-13630A2
CA-2017-104066,2017-12-10,2017-12-10,Standard Class,QJ-19255,QJ-19255A3
CA-2015-145849,2015-09-17,2015-09-17,Second Class,CT-11995,CT-11995A1
CA-2016-122322,2016-07-21,2016-07-21,Standard Class,RH-19510,RH-19510A1
CA-2017-166849,2017-04-26,2017-04-26,Standard Class,SJ-20125,SJ-20125A5
CA-2016-146633,2016-11-17,2016-11-17,Second Class,TG-21310,TG-21310A3
US-2016-126893,2016-12-01,2016-12-01,Standard Class,CT-11995,CT-11995A4
CA-2017-103380,2017-11-25,2017-11-25,Standard Class,BF-11005,BF-11005A3
CA-2015-116092,2015-02-18,2015-02-18,Second Class,JM-16195,JM-16195A8
CA-2016-117849,2016-04-17,2016-04-17,Second Class,JK-16120,JK-16120A9
CA-2015-169201,2015-10-01,2015-10-01,First Class,HG-14965,HG-14965A9
CA-2016-164091,2016-09-22,2016-09-22,Standard Class,LA-16780,LA-16780A4
CA-2017-105214,2017-06-19,2017-06-19,First Class,TS-21610,TS-21610A3
CA-2015-117611,2015-11-10,2015-11-10,Second Class,MZ-17335,MZ-17335A4
US-2015-137960,2015-12-18,2015-12-18,Same Day,MW-18220,MW-18220A4
CA-2017-122994,2017-02-09,2017-02-09,First Class,MV-17485,MV-17485A4
CA-2016-131065,2016-11-16,2016-11-16,Second Class,AA-10375,AA-10375A8
CA-2017-149146,2017-10-12,2017-10-12,Same Day,SM-20320,SM-20320A5
CA-2017-137470,2017-09-17,2017-09-17,Same Day,TP-21415,TP-21415A2
CA-2017-105480,2017-12-26,2017-12-26,Standard Class,DK-13225,DK-13225A7
CA-2017-164917,2017-12-07,2017-12-07,Standard Class,MK-17905,MK-17905A6
CA-2015-102036,2015-09-27,2015-09-27,Standard Class,CS-12130,CS-12130A1
CA-2015-142944,2015-03-11,2015-03-11,Standard Class,JL-15850,JL-15850A3
CA-2014-157882,2014-10-08,2014-10-08,Second Class,AR-10405,AR-10405A3
CA-2014-104283,2014-07-01,2014-07-01,Standard Class,LM-17065,LM-17065A1
CA-2017-142622,2017-11-02,2017-11-02,First Class,JK-15625,JK-15625A1
CA-2016-132143,2016-09-05,2016-09-05,First Class,FM-14215,FM-14215A3
CA-2015-153108,2015-03-09,2015-03-09,Standard Class,SF-20200,SF-20200A6
CA-2016-112676,2016-05-08,2016-05-08,First Class,PJ-18835,PJ-18835A7
CA-2017-165687,2017-11-23,2017-11-23,Standard Class,CS-12355,CS-12355A7
US-2017-112928,2017-06-05,2017-06-05,Second Class,BB-10990,BB-10990A2
CA-2017-143343,2017-06-13,2017-06-13,First Class,BW-11200,BW-11200A4
CA-2017-115154,2017-01-11,2017-01-11,First Class,RS-19420,RS-19420A4
CA-2015-149342,2015-04-25,2015-04-25,Standard Class,TS-21160,TS-21160A6
CA-2015-130995,2015-11-06,2015-11-06,Standard Class,QJ-19255,QJ-19255A8
CA-2017-127929,2017-12-27,2017-12-27,Standard Class,FM-14215,FM-14215A3
CA-2015-113145,2015-11-05,2015-11-05,Standard Class,VD-21670,VD-21670A2
CA-2014-162362,2014-11-18,2014-11-18,Standard Class,JL-15505,JL-15505A6
CA-2016-106558,2016-01-21,2016-01-21,Standard Class,DL-13495,DL-13495A1
CA-2017-157931,2017-09-22,2017-09-22,Second Class,MO-17800,MO-17800A3
CA-2016-115574,2016-12-24,2016-12-24,First Class,BP-11185,BP-11185A6
CA-2015-160794,2015-08-08,2015-08-08,First Class,MS-17980,MS-17980A5
CA-2017-116225,2017-11-09,2017-11-09,Standard Class,SV-20935,SV-20935A6
US-2017-120418,2017-06-12,2017-06-12,First Class,BC-11125,BC-11125A7
CA-2017-122035,2017-07-25,2017-07-25,Standard Class,EM-13825,EM-13825A8
CA-2015-117828,2015-12-26,2015-12-26,First Class,BD-11500,BD-11500A4
CA-2017-165491,2017-03-24,2017-03-24,Standard Class,HW-14935,HW-14935A6
CA-2015-109470,2016-01-03,2016-01-03,Second Class,KC-16255,KC-16255A3
CA-2015-105102,2015-09-19,2015-09-19,Second Class,BM-11575,BM-11575A1
CA-2017-138422,2017-09-26,2017-09-26,First Class,KN-16705,KN-16705A6
US-2015-147739,2015-12-29,2015-12-29,Standard Class,JD-16150,JD-16150A1
CA-2016-155187,2016-09-26,2016-09-26,Second Class,LA-16780,LA-16780A6
CA-2017-169285,2017-03-25,2017-03-25,Standard Class,RW-19690,RW-19690A5
CA-2014-140886,2014-10-04,2014-10-04,Standard Class,KW-16570,KW-16570A2
