,OrderID,ShipDate,ShipMode,CustomerID,AddressID,OrderDate
913,CA-2014-147914,2014-06-09,Standard Class,MP-17470,MP-17470A5,2017-11-27
914,US-2016-112977,2016-03-16,Standard Class,CJ-12010,CJ-12010A7,2017-11-27
915,CA-2017-112039,2017-03-29,Standard Class,JC-15775,JC-15775A5,2014-06-15
916,CA-2017-118885,2018-01-02,Standard Class,JG-15160,JG-15160A1,2014-06-15
917,US-2017-166611,2017-04-02,Standard Class,CK-12760,CK-12760A6,2014-06-15
918,CA-2015-109512,2015-03-05,Same Day,LF-17185,LF-17185A1,2016-03-05
919,CA-2016-118570,2016-11-17,Standard Class,CC-12430,CC-12430A8,2016-03-05
920,CA-2017-154718,2017-01-23,Second Class,DL-12865,DL-12865A2,2014-12-05
921,CA-2016-147578,2016-04-26,Second Class,PG-18895,PG-18895A9,2015-04-11
922,CA-2014-140165,2014-05-15,First Class,EH-14005,EH-14005A4,2015-04-11
923,CA-2014-142587,2014-10-22,First Class,TB-21520,TB-21520A8,2015-04-11
924,CA-2014-157623,2014-03-18,Standard Class,DK-13225,DK-13225A5,2016-09-15
925,CA-2017-145310,2017-12-24,Second Class,JP-15520,JP-15520A4,2014-09-13
926,CA-2016-100083,2016-11-29,Standard Class,CD-11980,CD-11980A1,2014-09-13
927,US-2017-108063,2017-12-05,First Class,AS-10090,AS-10090A4,2015-10-05
928,CA-2015-109197,2016-01-04,Standard Class,JO-15280,JO-15280A5,2015-10-05
929,CA-2017-141789,2017-10-06,First Class,AC-10450,AC-10450A6,2017-04-14
930,CA-2014-169775,2014-09-02,Second Class,RA-19945,RA-19945A4,2017-04-14
931,CA-2016-140543,2016-07-03,Second Class,Co-12640,Co-12640A1,2017-04-14
932,CA-2016-151141,2016-08-23,First Class,DW-13480,DW-13480A5,2017-09-02
933,CA-2017-167094,2017-10-22,First Class,DK-12835,DK-12835A1,2016-06-20
934,CA-2017-154410,2017-10-24,First Class,MD-17860,MD-17860A2,2016-06-20
935,US-2016-150567,2016-05-21,Standard Class,RP-19855,RP-19855A7,2016-06-20
936,CA-2015-157959,2015-02-04,First Class,RW-19540,RW-19540A4,2016-06-20
937,CA-2017-105886,2017-12-23,Standard Class,DB-13660,DB-13660A6,2017-11-05
938,CA-2016-105963,2016-11-22,Standard Class,SC-20770,SC-20770A5,2015-12-13
939,CA-2017-121503,2017-07-06,Second Class,FH-14275,FH-14275A2,2015-12-13
940,CA-2014-103366,2014-01-17,First Class,EH-13990,EH-13990A6,2016-06-19
941,CA-2017-124597,2017-05-05,Standard Class,AS-10630,AS-10630A2,2016-12-13
942,CA-2015-105634,2015-11-14,Standard Class,HA-14905,HA-14905A6,2016-12-13
943,CA-2015-123673,2015-11-01,Second Class,CH-12070,CH-12070A1,2015-05-29
944,US-2017-111423,2017-08-19,First Class,EH-13765,EH-13765A12,2015-05-29
945,CA-2015-125178,2015-10-09,Standard Class,MZ-17515,MZ-17515A3,2015-05-29
946,CA-2016-156685,2016-07-10,Second Class,SC-20230,SC-20230A4,2015-07-26
947,CA-2017-126865,2017-12-07,Second Class,NP-18325,NP-18325A5,2017-11-28
948,CA-2017-102834,2017-03-13,Standard Class,LW-16990,LW-16990A4,2017-11-28
949,US-2016-139710,2016-06-15,Standard Class,GM-14680,GM-14680A1,2017-11-28
950,CA-2017-121538,2017-12-01,First Class,RH-19495,RH-19495A5,2017-11-28
951,US-2017-101539,2017-03-18,Second Class,VM-21685,VM-21685A7,2017-11-28
952,CA-2016-152121,2016-11-29,Second Class,CC-12670,CC-12670A6,2017-04-03
953,CA-2017-161200,2017-08-10,Second Class,SV-20365,SV-20365A1,2017-12-28
954,CA-2017-101245,2017-12-03,Standard Class,LW-16990,LW-16990A2,2017-12-28
955,CA-2015-141768,2015-05-27,Second Class,NP-18685,NP-18685A2,2017-11-30
956,CA-2016-112109,2016-07-12,Standard Class,JE-15715,JE-15715A4,2017-05-15
957,CA-2017-144064,2017-09-01,First Class,CP-12085,CP-12085A8,2017-05-15
958,CA-2016-108581,2016-06-26,Standard Class,EA-14035,EA-14035A5,2017-05-15
959,CA-2017-157987,2017-09-06,Standard Class,AC-10615,AC-10615A4,2015-09-22
960,CA-2017-110905,2017-09-15,Second Class,RW-19690,RW-19690A1,2017-11-14
961,CA-2017-165841,2017-12-28,Standard Class,DB-13210,DB-13210A9,2015-11-27
962,CA-2017-117485,2017-09-29,Standard Class,BD-11320,BD-11320A3,2016-09-01
963,CA-2017-140242,2017-05-11,Standard Class,ML-17755,ML-17755A4,2014-09-22
964,CA-2014-148950,2014-12-19,Standard Class,JD-16015,JD-16015A3,2017-04-09
965,CA-2014-110408,2014-10-20,Second Class,AS-10225,AS-10225A1,2017-04-09
966,CA-2015-109939,2015-05-12,Standard Class,AA-10375,AA-10375A7,2017-04-09
967,CA-2016-112669,2016-04-14,Same Day,KT-16465,KT-16465A5,2017-04-09
968,CA-2015-119592,2015-12-16,Second Class,MM-18280,MM-18280A8,2017-04-09
969,CA-2014-122749,2014-12-09,Standard Class,NG-18430,NG-18430A3,2017-04-09
970,CA-2014-164721,2014-11-27,Second Class,LW-16825,LW-16825A5,2014-01-16
971,CA-2016-147417,2016-07-27,First Class,CB-12415,CB-12415A6,2014-01-16
972,CA-2015-127509,2015-11-13,Standard Class,AS-10090,AS-10090A3,2014-01-16
973,CA-2017-111374,2017-02-28,Standard Class,CB-12415,CB-12415A7,2014-01-16
974,CA-2017-133648,2017-07-02,Standard Class,ML-17755,ML-17755A5,2017-10-05
975,US-2017-147221,2017-12-04,Second Class,JS-16030,JS-16030A4,2017-10-05
976,CA-2014-131905,2014-02-09,First Class,ND-18460,ND-18460A1,2017-07-09
977,CA-2017-166128,2017-04-18,Standard Class,LW-17215,LW-17215A2,2017-01-07
978,CA-2017-163510,2017-12-28,Second Class,JW-15955,JW-15955A5,2016-05-30
979,US-2017-143028,2017-04-18,Standard Class,SC-20050,SC-20050A5,2015-12-09
980,CA-2014-111150,2015-01-04,Standard Class,RW-19630,RW-19630A3,2016-10-03
981,CA-2017-165386,2017-08-04,First Class,CM-12190,CM-12190A2,2014-11-11
982,CA-2014-116407,2014-11-21,Standard Class,JF-15190,JF-15190A4,2014-11-11
983,CA-2015-155761,2015-12-11,Same Day,SC-20800,SC-20800A4,2014-11-11
984,CA-2016-145905,2016-09-23,Standard Class,AM-10705,AM-10705A7,2017-09-29
985,CA-2015-113110,2015-03-23,Standard Class,BK-11260,BK-11260A4,2017-09-29
986,CA-2016-168354,2016-09-21,First Class,RH-19510,RH-19510A4,2017-09-29
987,US-2017-111241,2017-08-22,Second Class,GM-14500,GM-14500A3,2015-03-10
988,CA-2015-114237,2015-03-15,First Class,MC-17275,MC-17275A2,2017-05-21
989,CA-2016-113516,2016-09-10,Second Class,VM-21685,VM-21685A5,2017-05-21
990,CA-2015-117961,2015-11-30,Standard Class,GP-14740,GP-14740A1,2015-03-29
991,CA-2016-128923,2016-12-13,Standard Class,GB-14530,GB-14530A7,2016-09-09
992,CA-2017-162481,2017-09-29,Standard Class,CT-11995,CT-11995A2,2016-08-26
993,CA-2015-119214,2015-01-27,Standard Class,CW-11905,CW-11905A4,2016-08-26
994,CA-2015-122287,2015-06-23,Standard Class,SN-20560,SN-20560A2,2014-05-21
995,CA-2015-104493,2015-10-08,Standard Class,EB-13705,EB-13705A8,2014-05-21
996,US-2017-158946,2017-11-23,Standard Class,JW-15220,JW-15220A6,2015-10-28
997,CA-2014-129168,2014-08-23,Standard Class,KB-16585,KB-16585A5,2015-10-28
998,CA-2016-131835,2016-07-21,Standard Class,MC-17590,MC-17590A5,2015-10-28
999,CA-2015-142237,2015-07-13,First Class,CK-12595,CK-12595A11,2015-10-28
1000,CA-2016-136434,2016-12-07,Standard Class,RD-19480,RD-19480A7,2016-11-13
1001,CA-2017-120376,2017-12-25,First Class,TP-21130,TP-21130A1,2015-07-31
1002,CA-2014-106439,2014-11-04,Standard Class,GG-14650,GG-14650A6,2015-07-31
1003,CA-2015-133452,2015-04-19,Standard Class,ZC-21910,ZC-21910A1,2015-07-31
1004,CA-2016-146521,2016-07-23,Second Class,CC-12610,CC-12610A3,2015-08-27
1005,US-2017-110996,2017-11-25,Standard Class,KA-16525,KA-16525A3,2015-11-13
1006,CA-2016-129693,2016-12-02,Standard Class,TC-20980,TC-20980A3,2015-11-06
1007,CA-2017-122504,2017-11-12,Second Class,DB-13270,DB-13270A7,2015-11-06
1008,CA-2014-131051,2014-12-05,Standard Class,TR-21325,TR-21325A1,2017-12-26
1009,CA-2017-140676,2017-09-15,First Class,BF-11080,BF-11080A1,2017-08-01
1010,CA-2015-120103,2015-12-29,Standard Class,MS-17365,MS-17365A2,2014-11-24
1011,CA-2017-104647,2017-03-01,Standard Class,CK-12595,CK-12595A2,2017-06-17
1012,CA-2014-110352,2014-11-29,Standard Class,ED-13885,ED-13885A5,2017-06-17
1013,CA-2016-140501,2016-06-28,Standard Class,IM-15070,IM-15070A5,2015-12-21
1014,CA-2015-139290,2015-10-30,Standard Class,MY-17380,MY-17380A6,2015-12-21
1015,CA-2017-166142,2017-07-19,Standard Class,MM-17260,MM-17260A3,2015-09-17
1016,CA-2014-145926,2014-11-21,Standard Class,MP-17470,MP-17470A6,2015-07-06
1017,CA-2015-149678,2015-04-15,Second Class,AW-10840,AW-10840A4,2015-07-06
1018,US-2015-164357,2015-11-29,Standard Class,SF-20065,SF-20065A2,2015-07-06
1019,US-2016-146570,2016-05-20,Standard Class,SN-20710,SN-20710A4,2015-07-06
1020,CA-2017-124401,2017-09-12,Standard Class,RD-19900,RD-19900A4,2015-04-27
1021,US-2014-140116,2014-03-17,Standard Class,KT-16480,KT-16480A4,2015-04-27
1022,CA-2014-123295,2014-07-18,Same Day,AH-10120,AH-10120A6,2015-04-27
1023,CA-2017-167101,2017-03-28,Second Class,BM-11650,BM-11650A11,2015-06-16
1024,US-2014-167633,2014-10-05,Standard Class,BW-11200,BW-11200A6,2017-12-17
1025,US-2014-152723,2014-09-26,Same Day,HG-14965,HG-14965A10,2016-01-11
1026,CA-2015-164882,2015-10-31,Same Day,SG-20080,SG-20080A3,2016-01-11
1027,CA-2015-159786,2015-10-17,Second Class,RK-19300,RK-19300A1,2016-01-11
1028,CA-2016-130267,2016-09-23,Standard Class,SW-20245,SW-20245A6,2014-07-11
1029,CA-2017-155460,2017-04-15,First Class,RW-19630,RW-19630A2,2014-07-11
1030,US-2017-168690,2017-01-13,Standard Class,TS-21085,TS-21085A1,2014-07-11
1031,CA-2017-158246,2017-11-11,First Class,JB-15400,JB-15400A8,2014-07-11
1032,CA-2017-167381,2017-09-24,Second Class,EH-14005,EH-14005A1,2014-07-11
1033,CA-2017-144862,2017-12-05,Standard Class,EH-14005,EH-14005A5,2016-11-20
1034,CA-2014-126032,2014-06-28,Standard Class,BS-11665,BS-11665A2,2016-11-20
1035,CA-2015-134859,2015-10-09,Standard Class,JK-16120,JK-16120A7,2016-11-20
1036,US-2014-114188,2014-05-22,Second Class,RF-19345,RF-19345A4,2016-04-22
1037,CA-2015-156524,2015-11-26,Standard Class,DL-12865,DL-12865A7,2015-06-13
1038,CA-2015-122210,2015-12-04,Standard Class,WB-21850,WB-21850A4,2017-11-20
1039,CA-2015-156377,2016-01-05,Standard Class,TB-21625,TB-21625A6,2017-11-20
1040,US-2017-157896,2017-11-16,Same Day,CB-12415,CB-12415A8,2016-03-20
1041,CA-2014-159520,2014-06-11,Standard Class,GT-14635,GT-14635A1,2016-09-06
1042,CA-2016-155481,2016-09-05,Standard Class,DK-13225,DK-13225A1,2016-09-06
1043,US-2016-152051,2016-06-29,Standard Class,TS-21160,TS-21160A5,2017-07-09
1044,CA-2014-141607,2014-12-17,Standard Class,WB-21850,WB-21850A2,2017-07-09
1045,CA-2017-102771,2017-04-05,Standard Class,DO-13435,DO-13435A4,2017-10-12
1046,US-2017-139969,2017-11-26,Standard Class,AF-10870,AF-10870A3,2016-03-08
1047,CA-2014-167360,2014-11-29,Second Class,RB-19435,RB-19435A4,2016-03-08
1048,CA-2015-123505,2015-11-26,Standard Class,AR-10540,AR-10540A2,2014-05-27
1049,CA-2016-117282,2016-07-18,Standard Class,DR-12880,DR-12880A2,2014-05-27
1050,US-2016-120460,2016-05-05,Standard Class,BF-11170,BF-11170A7,2015-07-03
1051,CA-2016-111115,2016-07-27,Second Class,LB-16735,LB-16735A1,2015-07-03
1052,CA-2014-124646,2014-06-24,First Class,DV-13465,DV-13465A5,2015-07-03
1053,CA-2017-148166,2017-10-26,Standard Class,NK-18490,NK-18490A4,2015-04-04
1054,CA-2016-159737,2016-09-09,Standard Class,CS-11950,CS-11950A7,2015-04-04
1055,CA-2016-141019,2016-05-14,Same Day,LH-17155,LH-17155A4,2015-04-04
1056,CA-2016-101938,2016-01-12,Standard Class,DW-13480,DW-13480A4,2015-04-04
1057,CA-2017-166296,2017-03-19,Standard Class,KF-16285,KF-16285A3,2017-12-10
1058,CA-2016-154018,2016-10-19,Standard Class,HA-14920,HA-14920A5,2017-12-10
1059,CA-2017-117870,2017-01-30,Second Class,JH-15820,JH-15820A6,2016-11-24
1060,US-2017-137491,2017-11-25,Standard Class,LC-16930,LC-16930A2,2015-03-23
1061,CA-2014-152296,2014-08-03,First Class,IL-15100,IL-15100A3,2015-04-16
1062,CA-2016-112025,2016-08-04,Standard Class,LS-16975,LS-16975A7,2015-04-16
1063,CA-2015-132507,2015-08-03,Second Class,CC-12610,CC-12610A7,2015-04-16
1064,CA-2016-125738,2016-10-21,Standard Class,PB-18805,PB-18805A3,2015-04-16
1065,CA-2016-128818,2016-05-11,Standard Class,CJ-12010,CJ-12010A8,2015-04-16
1066,CA-2017-124576,2017-08-04,Second Class,HK-14890,HK-14890A2,2015-04-16
1067,CA-2016-101378,2016-07-14,Same Day,RH-19600,RH-19600A3,2016-10-01
1068,CA-2017-143063,2017-08-15,Standard Class,IL-15100,IL-15100A5,2017-09-28
1069,CA-2016-118913,2016-06-29,Standard Class,AS-10240,AS-10240A5,2015-07-25
1070,CA-2016-128412,2016-12-17,Standard Class,AP-10915,AP-10915A5,2015-11-20
1071,CA-2016-136483,2016-12-06,Standard Class,AG-10390,AG-10390A3,2016-04-28
1072,CA-2014-163013,2014-12-04,Standard Class,BF-11080,BF-11080A3,2017-11-14
1073,CA-2015-135363,2015-04-02,Standard Class,CK-12205,CK-12205A7,2016-11-12
1074,US-2014-165659,2014-06-06,Standard Class,LT-17110,LT-17110A3,2016-11-12
1075,CA-2015-138002,2015-09-12,Standard Class,BT-11305,BT-11305A1,2016-11-12
1076,CA-2015-128860,2015-07-05,Standard Class,SC-20725,SC-20725A5,2016-09-29
1077,CA-2016-164350,2016-09-12,Second Class,CG-12040,CG-12040A1,2017-09-23
1078,US-2014-103905,2014-07-20,Standard Class,AW-10930,AW-10930A4,2017-09-23
1079,CA-2015-129854,2015-08-26,Standard Class,RB-19705,RB-19705A4,2017-09-23
1080,CA-2014-125556,2014-11-16,Second Class,ML-17410,ML-17410A4,2015-11-29
1081,CA-2016-162313,2016-11-30,First Class,VB-21745,VB-21745A3,2015-11-29
1082,CA-2017-107874,2017-11-25,Standard Class,SW-20275,SW-20275A2,2016-03-01
1083,CA-2017-129378,2017-10-02,First Class,NS-18505,NS-18505A4,2016-03-01
1084,CA-2014-151953,2014-09-25,Standard Class,DB-13555,DB-13555A4,2016-03-01
1085,CA-2017-130841,2017-08-01,Standard Class,MH-17620,MH-17620A4,2016-03-01
1086,CA-2015-131884,2015-12-06,Same Day,DK-13375,DK-13375A7,2016-08-12
1087,CA-2017-121909,2017-08-05,Standard Class,EA-14035,EA-14035A2,2016-08-15
1088,CA-2016-106383,2016-03-21,Second Class,BT-11440,BT-11440A4,2016-08-15
1089,CA-2017-130771,2017-08-03,Standard Class,LA-16780,LA-16780A8,2017-06-04
1090,CA-2016-139157,2016-10-05,Standard Class,GM-14680,GM-14680A5,2017-06-04
1091,CA-2014-128055,2014-04-05,Standard Class,AA-10315,AA-10315A5,2015-12-06
1092,CA-2017-157091,2017-07-01,Standard Class,DB-13405,DB-13405A4,2015-12-06
1093,CA-2017-132122,2017-07-14,Standard Class,JH-15820,JH-15820A2,2015-12-27
1094,CA-2015-123232,2015-12-16,Second Class,DJ-13630,DJ-13630A2,2015-12-27
1095,CA-2017-104066,2017-12-10,Standard Class,QJ-19255,QJ-19255A3,2017-01-21
1096,CA-2015-145849,2015-09-17,Second Class,CT-11995,CT-11995A1,2017-01-21
1097,CA-2016-122322,2016-07-21,Standard Class,RH-19510,RH-19510A1,2014-06-25
1098,CA-2017-166849,2017-04-26,Standard Class,SJ-20125,SJ-20125A5,2016-06-14
1099,CA-2016-146633,2016-11-17,Second Class,TG-21310,TG-21310A3,2016-06-14
1100,US-2016-126893,2016-12-01,Standard Class,CT-11995,CT-11995A4,2016-06-14
1101,CA-2017-103380,2017-11-25,Standard Class,BF-11005,BF-11005A3,2016-06-14
1102,CA-2015-116092,2015-02-18,Second Class,JM-16195,JM-16195A8,2017-04-21
1103,CA-2016-117849,2016-04-17,Second Class,JK-16120,JK-16120A9,2017-04-21
1104,CA-2015-169201,2015-10-01,First Class,HG-14965,HG-14965A9,2016-10-21
1105,CA-2016-164091,2016-09-22,Standard Class,LA-16780,LA-16780A4,2016-11-19
1106,CA-2017-105214,2017-06-19,First Class,TS-21610,TS-21610A3,2016-11-19
1107,CA-2015-117611,2015-11-10,Second Class,MZ-17335,MZ-17335A4,2016-11-19
1108,US-2015-137960,2015-12-18,Same Day,MW-18220,MW-18220A4,2016-11-19
1109,CA-2017-122994,2017-02-09,First Class,MV-17485,MV-17485A4,2016-11-19
1110,CA-2016-131065,2016-11-16,Second Class,AA-10375,AA-10375A8,2016-11-19
1111,CA-2017-149146,2017-10-12,Same Day,SM-20320,SM-20320A5,2016-11-19
1112,CA-2017-137470,2017-09-17,Same Day,TP-21415,TP-21415A2,2016-11-19
1113,CA-2017-105480,2017-12-26,Standard Class,DK-13225,DK-13225A7,2017-12-18
1114,CA-2017-164917,2017-12-07,Standard Class,MK-17905,MK-17905A6,2017-12-18
1115,CA-2015-102036,2015-09-27,Standard Class,CS-12130,CS-12130A1,2017-12-18
1116,CA-2015-142944,2015-03-11,Standard Class,JL-15850,JL-15850A3,2016-07-22
1117,CA-2014-157882,2014-10-08,Second Class,AR-10405,AR-10405A3,2015-09-04
1118,CA-2014-104283,2014-07-01,Standard Class,LM-17065,LM-17065A1,2015-09-04
1119,CA-2017-142622,2017-11-02,First Class,JK-15625,JK-15625A1,2015-09-04
1120,CA-2016-132143,2016-09-05,First Class,FM-14215,FM-14215A3,2015-09-04
1121,CA-2015-153108,2015-03-09,Standard Class,SF-20200,SF-20200A6,2014-01-20
1122,CA-2016-112676,2016-05-08,First Class,PJ-18835,PJ-18835A7,2014-01-20
1123,CA-2017-165687,2017-11-23,Standard Class,CS-12355,CS-12355A7,2014-01-20
1124,US-2017-112928,2017-06-05,Second Class,BB-10990,BB-10990A2,2014-01-20
1125,CA-2017-143343,2017-06-13,First Class,BW-11200,BW-11200A4,2014-01-20
1126,CA-2017-115154,2017-01-11,First Class,RS-19420,RS-19420A4,2014-01-20
1127,CA-2015-149342,2015-04-25,Standard Class,TS-21160,TS-21160A6,2015-03-02
1128,CA-2015-130995,2015-11-06,Standard Class,QJ-19255,QJ-19255A8,2015-03-02
1129,CA-2017-127929,2017-12-27,Standard Class,FM-14215,FM-14215A3,2016-04-12
1130,CA-2015-113145,2015-11-05,Standard Class,VD-21670,VD-21670A2,2016-04-12
1131,CA-2014-162362,2014-11-18,Standard Class,JL-15505,JL-15505A6,2016-04-12
1132,CA-2016-106558,2016-01-21,Standard Class,DL-13495,DL-13495A1,2016-12-06
1133,CA-2017-157931,2017-09-22,Second Class,MO-17800,MO-17800A3,2016-06-05
1134,CA-2016-115574,2016-12-24,First Class,BP-11185,BP-11185A6,2016-06-05
1135,CA-2015-160794,2015-08-08,First Class,MS-17980,MS-17980A5,2016-12-11
1136,CA-2017-116225,2017-11-09,Standard Class,SV-20935,SV-20935A6,2016-11-12
1137,US-2017-120418,2017-06-12,First Class,BC-11125,BC-11125A7,2016-11-12
1138,CA-2017-122035,2017-07-25,Standard Class,EM-13825,EM-13825A8,2016-11-12
1139,CA-2015-117828,2015-12-26,First Class,BD-11500,BD-11500A4,2016-11-12
1140,CA-2017-165491,2017-03-24,Standard Class,HW-14935,HW-14935A6,2016-11-12
1141,CA-2015-109470,2016-01-03,Second Class,KC-16255,KC-16255A3,2014-09-29
1142,CA-2015-105102,2015-09-19,Second Class,BM-11575,BM-11575A1,2014-09-29
1143,CA-2017-138422,2017-09-26,First Class,KN-16705,KN-16705A6,2014-09-29
1144,US-2015-147739,2015-12-29,Standard Class,JD-16150,JD-16150A1,2014-09-29
1145,CA-2016-155187,2016-09-26,Second Class,LA-16780,LA-16780A6,2014-09-29
1146,CA-2017-169285,2017-03-25,Standard Class,RW-19690,RW-19690A5,2015-04-04
1147,CA-2014-140886,2014-10-04,Standard Class,KW-16570,KW-16570A2,2015-04-04
1148,CA-2017-152695,2017-12-10,Same Day,CC-12220,CC-12220A4,2015-04-04
1149,CA-2014-110639,2014-08-23,Same Day,RH-19495,RH-19495A4,2015-04-04
1150,CA-2014-121727,2014-08-24,Standard Class,JK-15625,JK-15625A4,2015-04-04
1151,CA-2016-137736,2016-11-15,Standard Class,DC-13285,DC-13285A4,2015-05-08
1152,US-2014-143231,2015-01-03,First Class,GM-14455,GM-14455A5,2016-12-31
1153,US-2014-155894,2014-07-30,Second Class,CL-11890,CL-11890A3,2016-12-31
1154,CA-2016-119025,2016-02-28,Standard Class,PV-18985,PV-18985A3,2014-12-20
1155,CA-2016-159373,2016-03-18,Standard Class,LT-17110,LT-17110A2,2014-12-20
1156,CA-2017-109701,2017-12-03,Same Day,AM-10360,AM-10360A5,2014-12-20
1157,CA-2015-111514,2015-09-02,First Class,SC-20260,SC-20260A7,2014-12-20
1158,US-2014-148838,2014-03-21,Standard Class,CP-12340,CP-12340A5,2016-07-02
1159,CA-2017-136497,2017-04-20,Standard Class,RF-19840,RF-19840A6,2017-06-29
1160,US-2016-108637,2016-03-18,Standard Class,AB-10060,AB-10060A3,2017-06-29
1161,CA-2014-102295,2014-11-26,Second Class,EH-13990,EH-13990A4,2014-09-01
1162,CA-2017-123659,2017-02-13,First Class,MN-17935,MN-17935A4,2014-03-03
1163,US-2016-129469,2016-09-27,Standard Class,KL-16555,KL-16555A6,2014-03-03
1164,CA-2017-155152,2017-07-09,Second Class,MP-17965,MP-17965A8,2014-03-03
1165,CA-2016-159940,2016-07-11,Second Class,BF-11020,BF-11020A5,2014-05-04
1166,CA-2017-119669,2017-01-30,Standard Class,TP-21130,TP-21130A6,2015-11-02
1167,US-2014-164616,2014-08-21,Second Class,MS-17770,MS-17770A3,2017-12-08
1168,CA-2015-148628,2015-12-11,Standard Class,KM-16375,KM-16375A7,2017-12-08
1169,CA-2016-118052,2016-05-10,Standard Class,BE-11455,BE-11455A3,2017-12-08
1170,US-2017-117534,2017-03-26,First Class,CV-12295,CV-12295A3,2017-12-08
1171,CA-2015-145065,2015-12-15,First Class,DK-13375,DK-13375A5,2014-03-10
1172,US-2015-127040,2015-12-10,Standard Class,SG-20605,SG-20605A5,2014-04-21
1173,CA-2016-128111,2016-03-23,Standard Class,CS-12355,CS-12355A11,2015-10-22
1174,CA-2015-137897,2015-11-19,Standard Class,PJ-18835,PJ-18835A5,2015-08-22
1175,CA-2017-169264,2017-08-16,Second Class,NP-18700,NP-18700A2,2016-08-29
1176,CA-2017-147361,2017-09-15,Standard Class,SB-20290,SB-20290A2,2014-12-27
1177,CA-2017-145877,2017-04-04,Second Class,AS-10090,AS-10090A3,2016-12-01
1178,US-2016-110170,2016-10-03,Standard Class,HM-14860,HM-14860A4,2016-12-01
1179,CA-2017-108574,2017-10-11,Standard Class,MG-18145,MG-18145A3,2016-04-24
1180,CA-2017-144589,2017-01-25,Standard Class,TM-21010,TM-21010A2,2014-06-21
1181,CA-2017-155985,2017-03-25,First Class,BE-11335,BE-11335A3,2014-06-21
1182,CA-2014-162684,2014-08-06,Standard Class,AS-10630,AS-10630A4,2017-01-14
1183,CA-2015-142041,2015-06-09,Second Class,EM-13810,EM-13810A5,2017-01-14
1184,CA-2014-151295,2014-11-16,Standard Class,JA-15970,JA-15970A3,2014-11-24
1185,CA-2016-156300,2017-01-02,Standard Class,TB-21595,TB-21595A3,2014-11-24
1186,CA-2015-146087,2015-07-11,Standard Class,PP-18955,PP-18955A4,2014-11-24
1187,CA-2017-168655,2017-10-18,Standard Class,ML-18040,ML-18040A2,2014-11-24
1188,CA-2016-107202,2016-05-28,Standard Class,LC-16930,LC-16930A8,2017-02-26
1189,CA-2017-159597,2017-11-14,Standard Class,MC-17590,MC-17590A6,2017-02-26
1190,CA-2016-155551,2016-04-23,Standard Class,CR-12580,CR-12580A3,2017-02-26
1191,US-2017-147669,2017-12-30,Standard Class,SV-20935,SV-20935A3,2017-02-26
1192,CA-2016-169922,2016-06-17,Standard Class,MZ-17515,MZ-17515A5,2017-02-26
1193,CA-2017-100748,2017-05-20,Standard Class,RB-19795,RB-19795A6,2015-09-15
1194,CA-2017-129805,2018-01-02,Standard Class,HM-14860,HM-14860A5,2015-09-15
1195,CA-2014-148586,2014-04-01,Standard Class,AZ-10750,AZ-10750A4,2015-09-15
1196,US-2017-112613,2017-06-01,Standard Class,JH-15910,JH-15910A6,2015-09-15
1197,CA-2015-154746,2015-11-17,First Class,PJ-18835,PJ-18835A3,2016-04-08
1198,CA-2017-140053,2017-07-10,Standard Class,CA-12265,CA-12265A1,2016-04-08
1199,CA-2014-164210,2014-11-20,Second Class,PW-19240,PW-19240A3,2016-04-08
1200,CA-2017-139948,2017-07-22,Standard Class,SW-20455,SW-20455A6,2016-07-18
1201,CA-2016-146934,2016-05-27,Standard Class,AF-10870,AF-10870A5,2016-07-18
1202,CA-2015-100573,2015-10-01,Standard Class,AM-10705,AM-10705A4,2016-07-18
1203,CA-2016-119165,2016-11-06,Standard Class,BD-11320,BD-11320A10,2016-07-18
1204,CA-2015-128027,2015-09-17,Second Class,CM-12385,CM-12385A2,2016-07-18
1205,CA-2016-140207,2016-11-10,Standard Class,CS-12400,CS-12400A4,2017-08-01
1206,CA-2017-140949,2017-03-22,Second Class,DB-13405,DB-13405A2,2016-07-14
1207,CA-2017-138548,2017-08-21,Standard Class,JG-15160,JG-15160A7,2016-07-14
1208,CA-2015-142419,2015-07-13,Second Class,SC-20380,SC-20380A7,2016-07-14
1209,CA-2017-148691,2017-12-09,Standard Class,CS-12460,CS-12460A2,2016-07-14
1210,CA-2017-128755,2017-05-08,Standard Class,MK-18160,MK-18160A3,2016-07-14
1211,US-2016-135923,2016-01-28,Standard Class,CM-11935,CM-11935A2,2016-07-14
1212,CA-2016-114972,2016-11-06,First Class,PF-19225,PF-19225A3,2017-09-09
1213,CA-2017-102750,2017-09-08,Second Class,GM-14695,GM-14695A3,2017-09-09
1214,CA-2014-145212,2014-09-19,Standard Class,DC-12850,DC-12850A5,2017-09-09
1215,CA-2017-141992,2017-06-25,Standard Class,FO-14305,FO-14305A2,2017-09-09
1216,CA-2017-147956,2017-12-31,Standard Class,AH-10210,AH-10210A2,2017-09-09
1217,CA-2017-126067,2017-09-03,Standard Class,KN-16705,KN-16705A4,2017-09-09
1218,CA-2015-104514,2015-01-04,Second Class,CB-12535,CB-12535A5,2017-09-09
1219,CA-2015-141040,2015-10-13,Second Class,TB-21250,TB-21250A4,2017-09-09
1220,CA-2014-113579,2014-12-15,Second Class,KD-16345,KD-16345A5,2014-07-12
1221,CA-2014-144624,2014-11-23,Standard Class,JM-15865,JM-15865A5,2014-07-12
