AddressID,Country,City,State,PostalCode,Region
CR-12580A3,United States,Elmhurst,Illinois,60126,Central
SV-20935A3,United States,Fairfield,Ohio,45014,East
MZ-17515A5,United States,Arlington,Texas,76017,Central
RB-19795A6,United States,San Francisco,California,94110,West
HM-14860A5,United States,Seattle,Washington,98103,West
AZ-10750A4,United States,New York City,New York,10009,East
JH-15910A6,United States,Houston,Texas,77070,Central
PJ-18835A3,United States,Springfield,Virginia,22153,South
CA-12265A1,United States,Farmington,New Mexico,87401,West
PW-19240A3,United States,Louisville,Colorado,80027,West
SW-20455A6,United States,Tampa,Florida,33614,South
AF-10870A5,United States,Passaic,New Jersey,7055,East
AM-10705A4,United States,Los Angeles,California,90004,West
BD-11320A10,United States,Philadelphia,Pennsylvania,19143,East
CM-12385A2,United States,North Charleston,South Carolina,29406,South
CS-12400A4,United States,San Jose,California,95123,West
DB-13405A2,United States,New York City,New York,10011,East
JG-15160A7,United States,Plainfield,New Jersey,7060,East
SC-20380A7,United States,Seattle,Washington,98115,West
CS-12460A2,United States,New York City,New York,10009,East
MK-18160A3,United States,Newport News,Virginia,23602,South
CM-11935A2,United States,Fayetteville,North Carolina,28314,South
PF-19225A3,United States,Los Angeles,California,90032,West
GM-14695A3,United States,Los Angeles,California,90036,West
DC-12850A5,United States,New York City,New York,10011,East
FO-14305A2,United States,Dallas,Texas,75220,Central
AH-10210A2,United States,Seattle,Washington,98105,West
KN-16705A4,United States,Seattle,Washington,98105,West
CB-12535A5,United States,Newark,Delaware,19711,East
TB-21250A4,United States,New York City,New York,10024,East
KD-16345A5,United States,Los Angeles,California,90049,West
JM-15865A5,United States,Jamestown,New York,14701,East
KT-16480A8,United States,Houston,Texas,77095,Central
SC-20575A5,United States,Mishawaka,Indiana,46544,Central
BS-11800A2,United States,San Diego,California,92037,West
BT-11395A2,United States,San Francisco,California,94109,West
DC-12850A6,United States,Miami,Florida,33178,South
LS-17200A4,United States,Skokie,Illinois,60076,Central
RR-19315A1,United States,San Francisco,California,94110,West
KL-16645A9,United States,San Francisco,California,94122,West
RB-19435A6,United States,Houston,Texas,77070,Central
MY-17380A3,United States,Los Angeles,California,90045,West
AW-10930A2,United States,Oklahoma City,Oklahoma,73120,Central
KW-16570A1,United States,Monroe,Louisiana,71203,South
DB-12910A2,United States,Tampa,Florida,33614,South
BB-11545A6,United States,Chicago,Illinois,60623,Central
NP-18700A7,United States,Bowling Green,Ohio,43402,East
PB-19105A3,United States,Houston,Texas,77095,Central
DW-13585A3,United States,Westfield,New Jersey,7090,East
CD-12790A5,United States,Oklahoma City,Oklahoma,73120,Central
TT-21220A3,United States,Houston,Texas,77041,Central
DB-12910A3,United States,Fort Lauderdale,Florida,33311,South
DJ-13510A8,United States,Little Rock,Arkansas,72209,South
DL-13495A6,United States,Philadelphia,Pennsylvania,19120,East
LO-17170A5,United States,La Quinta,California,92253,West
SV-20365A10,United States,Cleveland,Ohio,44105,East
EM-13810A1,United States,San Francisco,California,94122,West
KD-16615A2,United States,Scottsdale,Arizona,85254,West
NB-18580A1,United States,Philadelphia,Pennsylvania,19134,East
AP-10720A4,United States,Malden,Massachusetts,2148,East
JE-15745A1,United States,San Jose,California,95123,West
JM-15865A1,United States,Phoenix,Arizona,85023,West
AB-10105A9,United States,Henderson,Kentucky,42420,South
PN-18775A3,United States,Columbia,South Carolina,29203,South
JC-15775A3,United States,Tallahassee,Florida,32303,South
PF-19165A3,United States,New York City,New York,10035,East
BW-11110A2,United States,Houston,Texas,77070,Central
BP-11185A5,United States,Coral Springs,Florida,33065,South
TM-21010A1,United States,Orem,Utah,84057,West
MB-17305A5,United States,Nashville,Tennessee,37211,South
HR-14830A3,United States,New York City,New York,10009,East
BD-11635A2,United States,Bowling Green,Kentucky,42104,South
SF-20200A5,United States,Bellingham,Washington,98226,West
SP-20620A5,United States,New York City,New York,10011,East
DR-12880A5,United States,Newark,Ohio,43055,East
VM-21685A1,United States,Woodstock,Illinois,60098,Central
CM-12235A1,United States,Carrollton,Texas,75007,Central
SM-20320A3,United States,Lafayette,Indiana,47905,Central
RA-19885A1,United States,Columbus,Georgia,31907,South
SD-20485A6,United States,Alexandria,Virginia,22304,South
CS-12250A3,United States,Haltom City,Texas,76117,Central
RA-19285A7,United States,New York City,New York,10024,East
BF-11005A1,United States,Los Angeles,California,90004,West
SE-20110A1,United States,Wheeling,Illinois,60090,Central
RS-19765A3,United States,Summerville,South Carolina,29483,South
BM-11650A8,United States,Columbus,Indiana,47201,Central
SK-19990A1,United States,New York City,New York,10024,East
EN-13780A3,United States,New York City,New York,10035,East
KN-16450A1,United States,Jacksonville,Florida,32216,South
MG-17890A9,United States,San Diego,California,92024,West
MC-17590A1,United States,Arlington,Texas,76017,Central
BO-11350A3,United States,Los Angeles,California,90045,West
AG-10300A4,United States,Los Angeles,California,90049,West
MS-17365A1,United States,San Francisco,California,94110,West
JM-15655A4,United States,Carlsbad,New Mexico,88220,West
MC-17635A2,United States,Saint Louis,Missouri,63116,Central
TA-21385A4,United States,New York City,New York,10024,East
SB-20290A7,United States,Springfield,Ohio,45503,East
AB-10150A4,United States,Tulsa,Oklahoma,74133,Central
JF-15295A3,United States,Seattle,Washington,98103,West
BF-10975A2,United States,Fayetteville,North Carolina,28314,South
TT-21265A1,United States,Los Angeles,California,90045,West
SB-20170A3,United States,New York City,New York,10035,East
LM-17065A4,United States,Hot Springs,Arkansas,71901,South
KA-16525A2,United States,Aurora,Illinois,60505,Central
BF-11170A8,United States,Raleigh,North Carolina,27604,South
TB-21400A3,United States,Tulsa,Oklahoma,74133,Central
SH-19975A5,United States,Hesperia,California,92345,West
AS-10225A3,United States,Provo,Utah,84604,West
PK-19075A5,United States,San Francisco,California,94110,West
HR-14830A7,United States,Gilbert,Arizona,85234,West
DG-13300A3,United States,New York City,New York,10035,East
CL-12700A3,United States,Springfield,Missouri,65807,Central
HF-14995A1,United States,Memphis,Tennessee,38109,South
HG-15025A3,United States,Amarillo,Texas,79109,Central
NL-18310A3,United States,Los Angeles,California,90045,West
RR-19525A3,United States,Lowell,Massachusetts,1852,East
TC-21295A8,United States,San Diego,California,92024,West
DB-13615A1,United States,Asheville,North Carolina,28806,South
SV-20785A1,United States,Pueblo,Colorado,81001,West
MH-18115A7,United States,Jackson,Michigan,49201,Central
CT-11995A5,United States,Los Angeles,California,90004,West
KB-16315A8,United States,Thomasville,North Carolina,27360,South
RA-19285A4,United States,Peoria,Illinois,61604,Central
YC-21895A3,United States,Los Angeles,California,90032,West
RA-19915A7,United States,Chicago,Illinois,60653,Central
CM-12160A1,United States,Philadelphia,Pennsylvania,19134,East
CS-12130A4,United States,Englewood,Colorado,80112,West
AJ-10795A5,United States,Seattle,Washington,98115,West
DL-12865A4,United States,Hialeah,Florida,33012,South
BE-11410A4,United States,Lancaster,Ohio,43130,East
SM-20320A2,United States,Jacksonville,Florida,32216,South
RP-19390A6,United States,Baltimore,Maryland,21215,East
JD-16015A1,United States,New York City,New York,10009,East
AB-10255A3,United States,Carlsbad,New Mexico,88220,West
CC-12145A3,United States,Los Angeles,California,90049,West
GH-14425A4,United States,Jacksonville,Florida,32216,South
CP-12085A3,United States,Lakewood,Ohio,44107,East
GM-14440A3,United States,Troy,New York,12180,East
LC-16885A7,United States,Wilmington,North Carolina,28403,South
BT-11305A3,United States,Seattle,Washington,98105,West
CP-12085A1,United States,New York City,New York,10024,East
SC-20680A2,United States,Columbus,Georgia,31907,South
DK-13375A3,United States,New York City,New York,10024,East
SE-20110A3,United States,Costa Mesa,California,92627,West
LF-17185A5,United States,Houston,Texas,77095,Central
ON-18715A6,United States,Cary,North Carolina,27511,South
TB-21400A1,United States,Alexandria,Virginia,22304,South
DF-13135A2,United States,Vallejo,California,94591,West
EP-13915A3,United States,Philadelphia,Pennsylvania,19120,East
SK-19990A2,United States,Toledo,Ohio,43615,East
FH-14350A4,United States,Seattle,Washington,98105,West
EH-13945A6,United States,Plainfield,New Jersey,7060,East
JE-15715A7,United States,Las Cruces,New Mexico,88001,West
KL-16645A2,United States,Newark,Delaware,19711,East
EB-13750A8,United States,Hoover,Alabama,35244,South
BD-11725A6,United States,Newark,Ohio,43055,East
MS-17530A1,United States,San Diego,California,92037,West
SC-20770A6,United States,San Francisco,California,94122,West
FM-14380A5,United States,Jacksonville,North Carolina,28540,South
KT-16480A7,United States,Franklin,Massachusetts,2038,East
AP-10720A3,United States,Frisco,Texas,75034,Central
RH-19555A2,United States,Tallahassee,Florida,32303,South
CS-11950A2,United States,Seattle,Washington,98115,West
TM-21010A4,United States,Vacaville,California,95687,West
HF-14995A7,United States,Los Angeles,California,90008,West
GA-14515A5,United States,San Francisco,California,94122,West
ES-14020A2,United States,New York City,New York,10035,East
JP-16135A3,United States,Columbus,Georgia,31907,South
Dp-13240A7,United States,Murray,Utah,84107,West
NK-18490A1,United States,San Francisco,California,94110,West
PL-18925A2,United States,Philadelphia,Pennsylvania,19140,East
RW-19690A3,United States,Philadelphia,Pennsylvania,19134,East
MO-17950A2,United States,Dallas,Texas,75220,Central
JJ-15445A5,United States,Waukesha,Wisconsin,53186,Central
BT-11680A7,United States,Fort Lauderdale,Florida,33311,South
RD-19585A1,United States,Detroit,Michigan,48205,Central
ML-17755A2,United States,Springfield,Ohio,45503,East
JE-15745A9,United States,San Diego,California,92037,West
ER-13855A1,United States,Colorado Springs,Colorado,80906,West
JM-15535A3,United States,Bakersfield,California,93309,West
SS-20140A5,United States,Pompano Beach,Florida,33068,South
TC-21295A2,United States,New York City,New York,10035,East
HG-15025A1,United States,Lakeville,Minnesota,55044,Central
LD-17005A3,United States,Detroit,Michigan,48234,Central
AS-10285A6,United States,Philadelphia,Pennsylvania,19134,East
MP-17965A5,United States,Troy,Ohio,45373,East
CD-12790A1,United States,Los Angeles,California,90036,West
MD-17860A5,United States,Corpus Christi,Texas,78415,Central
BM-11650A10,United States,Omaha,Nebraska,68104,Central
KN-16450A2,United States,Redondo Beach,California,90278,West
IG-15085A2,United States,Little Rock,Arkansas,72209,South
JS-15595A4,United States,Miami,Florida,33180,South
GA-14725A10,United States,Salem,Oregon,97301,West
DL-13330A2,United States,Las Cruces,New Mexico,88001,West
CS-12505A6,United States,San Francisco,California,94122,West
CC-12145A2,United States,El Paso,Texas,79907,Central
MH-18025A2,United States,Seattle,Washington,98115,West
MP-18175A6,United States,Milwaukee,Wisconsin,53209,Central
DR-12940A7,United States,Franklin,Massachusetts,2038,East
DM-13015A1,United States,Encinitas,California,92024,West
BD-11620A2,United States,Anaheim,California,92804,West
DC-12850A1,United States,Arlington,Texas,76017,Central
MT-18070A3,United States,Houston,Texas,77041,Central
MJ-17740A2,United States,Lancaster,Ohio,43130,East
ND-18370A8,United States,Portland,Oregon,97206,West
CA-11965A1,United States,Hoover,Alabama,35244,South
GA-14725A1,United States,Los Angeles,California,90036,West
TC-21295A3,United States,Tallahassee,Florida,32303,South
JB-15400A2,United States,New York City,New York,10009,East
CK-12325A5,United States,Chesapeake,Virginia,23320,South
RL-19615A7,United States,Fayetteville,North Carolina,28314,South
AC-10660A2,United States,Huntsville,Texas,77340,Central
BH-11710A5,United States,Philadelphia,Pennsylvania,19140,East
BG-11695A5,United States,Woodstock,Illinois,60098,Central
XP-21865A4,United States,Everett,Massachusetts,2149,East
SN-20560A6,United States,Chicago,Illinois,60653,Central
DM-13345A4,United States,Roswell,Georgia,30076,South
AJ-10780A3,United States,Palm Coast,Florida,32137,South
KC-16255A4,United States,Philadelphia,Pennsylvania,19120,East
VF-21715A2,United States,Columbus,Indiana,47201,Central
SV-20935A1,United States,Oceanside,New York,11572,East
EM-13810A2,United States,Franklin,Massachusetts,2038,East
RB-19360A6,United States,Sioux Falls,South Dakota,57103,Central
DJ-13510A1,United States,San Diego,California,92037,West
CC-12370A4,United States,Fayetteville,North Carolina,28314,South
SC-20380A4,United States,Atlanta,Georgia,30318,South
RH-19495A1,United States,Orlando,Florida,32839,South
JK-15370A1,United States,San Francisco,California,94122,West
AF-10885A4,United States,Toledo,Ohio,43615,East
LC-16885A11,United States,Saint Petersburg,Florida,33710,South
BF-11275A3,United States,Tucson,Arizona,85705,West
SC-20800A2,United States,Los Angeles,California,90036,West
SW-20275A4,United States,San Diego,California,92105,West
MC-17845A3,United States,New York City,New York,10035,East
TD-20995A2,United States,San Diego,California,92037,West
Dp-13240A6,United States,Westfield,New Jersey,7090,East
SD-20485A7,United States,Orange,New Jersey,7050,East
TM-21010A5,United States,Woodstock,Illinois,60098,Central
BK-11260A5,United States,San Francisco,California,94110,West
JF-15490A2,United States,San Francisco,California,94122,West
EP-13915A10,United States,Tempe,Arizona,85281,West
EP-13915A9,United States,Los Angeles,California,90008,West
KH-16630A5,United States,Seattle,Washington,98105,West
HG-14845A3,United States,Lake Charles,Louisiana,70601,South
JC-16105A4,United States,Rochester,New York,14609,East
KM-16720A8,United States,Long Beach,New York,11561,East
EB-13975A1,United States,Charlotte,North Carolina,28205,South
PW-19240A7,United States,Houston,Texas,77036,Central
PG-18895A1,United States,New York City,New York,10035,East
DB-12910A6,United States,Columbus,Georgia,31907,South
CR-12730A2,United States,Chicago,Illinois,60610,Central
KH-16330A6,United States,Highland Park,Illinois,60035,Central
DL-12925A5,United States,Eagan,Minnesota,55122,Central
ME-17725A3,United States,Seattle,Washington,98103,West
VD-21670A3,United States,Coral Springs,Florida,33065,South
CK-12205A3,United States,Hempstead,New York,11550,East
DL-12925A6,United States,Noblesville,Indiana,46060,Central
SE-20110A9,United States,Dallas,Texas,75220,Central
LS-17200A1,United States,Philadelphia,Pennsylvania,19140,East
MM-17920A9,United States,San Francisco,California,94109,West
DB-13270A4,United States,Austin,Texas,78745,Central
RW-19630A6,United States,Detroit,Michigan,48234,Central
JM-16195A2,United States,Watertown,New York,13601,East
BP-11155A3,United States,Columbus,Georgia,31907,South
CT-11995A8,United States,Apple Valley,Minnesota,55124,Central
TH-21550A2,United States,Burlington,North Carolina,27217,South
ME-17320A7,United States,Saginaw,Michigan,48601,Central
TT-21220A2,United States,San Francisco,California,94109,West
GT-14710A3,United States,Seattle,Washington,98105,West
JD-16150A4,United States,Milwaukee,Wisconsin,53209,Central
MC-18100A10,United States,Los Angeles,California,90049,West
LH-17020A3,United States,San Francisco,California,94122,West
MP-18175A1,United States,San Diego,California,92024,West
EM-14140A2,United States,Glendale,Arizona,85301,West
GG-14650A1,United States,New York City,New York,10035,East
MA-17995A3,United States,Watertown,New York,13601,East
SH-20395A7,United States,Springfield,Ohio,45503,East
KT-16465A1,United States,Los Angeles,California,90032,West
PO-19180A6,United States,Seattle,Washington,98115,West
AY-10555A1,United States,Oceanside,California,92054,West
Co-12640A2,United States,Skokie,Illinois,60076,Central
JF-15565A7,United States,Fayetteville,North Carolina,28314,South
AR-10510A1,United States,Tulsa,Oklahoma,74133,Central
AG-10675A6,United States,Allen,Texas,75002,Central
DV-13045A5,United States,Philadelphia,Pennsylvania,19143,East
HL-15040A1,United States,Rochester,New York,14609,East
ND-18370A4,United States,Mount Pleasant,South Carolina,29464,South
GB-14575A5,United States,Philadelphia,Pennsylvania,19134,East
CL-12565A6,United States,Seattle,Washington,98115,West
RC-19960A5,United States,Springfield,Oregon,97477,West
JB-16045A1,United States,Columbus,Georgia,31907,South
MC-17635A1,United States,Los Angeles,California,90032,West
TT-21265A3,United States,New York City,New York,10024,East
MJ-17740A5,United States,Detroit,Michigan,48227,Central
AT-10735A10,United States,Stockton,California,95207,West
PB-19150A5,United States,Phoenix,Arizona,85023,West
NW-18400A6,United States,Philadelphia,Pennsylvania,19120,East
VP-21730A1,United States,Sterling Heights,Michigan,48310,Central
RD-19810A6,United States,Rochester,New York,14609,East
MG-17875A1,United States,New York City,New York,10011,East
PA-19060A6,United States,Eau Claire,Wisconsin,54703,Central
CR-12730A3,United States,New York City,New York,10009,East
AA-10375A3,United States,Rancho Cucamonga,California,91730,West
JG-15160A2,United States,Murray,Kentucky,42071,South
RR-19525A1,United States,Toledo,Ohio,43615,East
SR-20425A5,United States,Louisville,Colorado,80027,West
LS-16975A4,United States,New York City,New York,10035,East
MH-18115A5,United States,Pharr,Texas,78577,Central
SC-20095A9,United States,West Jordan,Utah,84084,West
JB-16000A6,United States,Brownsville,Texas,78521,Central
AC-10450A3,United States,New York City,New York,10011,East
MO-17800A6,United States,Philadelphia,Pennsylvania,19140,East
RB-19645A4,United States,Billings,Montana,59102,West
AI-10855A7,United States,Chesapeake,Virginia,23320,South
DR-12880A3,United States,Gresham,Oregon,97030,West
DM-12955A3,United States,Lincoln Park,Michigan,48146,Central
JH-16180A4,United States,Gresham,Oregon,97030,West
AB-10060A6,United States,Philadelphia,Pennsylvania,19143,East
BD-11605A7,United States,Monroe,Louisiana,71203,South
AS-10045A5,United States,Pasadena,California,91104,West
ZD-21925A1,United States,Chattanooga,Tennessee,37421,South
KF-16285A1,United States,Long Beach,California,90805,West
BP-11230A5,United States,Troy,Ohio,45373,East
CC-12430A7,United States,Minneapolis,Minnesota,55407,Central
DB-13615A7,United States,Seattle,Washington,98105,West
TC-21475A9,United States,Columbus,Georgia,31907,South
NZ-18565A5,United States,Meridian,Idaho,83642,West
SW-20350A3,United States,Detroit,Michigan,48227,Central
TS-21370A3,United States,Chicago,Illinois,60623,Central
DM-13345A7,United States,Newark,Ohio,43055,East
RE-19450A1,United States,Dallas,Texas,75081,Central
JD-16150A6,United States,Newark,Delaware,19711,East
BF-11215A4,United States,Albuquerque,New Mexico,87105,West
ML-17755A3,United States,Toledo,Ohio,43615,East
YC-21895A2,United States,Newark,Delaware,19711,East
LR-16915A4,United States,Los Angeles,California,90045,West
BS-11755A1,United States,Los Angeles,California,90032,West
KM-16375A4,United States,Dallas,Texas,75217,Central
BT-11530A1,United States,San Diego,California,92037,West
KB-16405A3,United States,Apple Valley,California,92307,West
DW-13480A1,United States,Louisville,Kentucky,40214,South
JC-15340A3,United States,New York City,New York,10024,East
TP-21415A5,United States,Houston,Texas,77070,Central
DB-12910A5,United States,Henderson,Kentucky,42420,South
BH-11710A2,United States,Newark,Delaware,19711,East
TD-20995A1,United States,Bolingbrook,Illinois,60440,Central
CV-12805A7,United States,Fort Worth,Texas,76106,Central
CS-12355A5,United States,New York City,New York,10024,East
JG-15310A5,United States,Providence,Rhode Island,2908,East
JP-16135A6,United States,Columbus,Ohio,43229,East
EC-14050A4,United States,New York City,New York,10024,East
KH-16630A3,United States,Houston,Texas,77070,Central
FG-14260A7,United States,Aurora,Illinois,60505,Central
AA-10480A4,United States,Springfield,Missouri,65807,Central
MS-17770A7,United States,Seattle,Washington,98105,West
JE-15610A5,United States,Lakeland,Florida,33801,South
EB-14110A4,United States,Philadelphia,Pennsylvania,19134,East
BP-11155A1,United States,New York City,New York,10011,East
CC-12100A2,United States,Los Angeles,California,90049,West
JP-15460A4,United States,Oceanside,New York,11572,East
LS-16975A1,United States,Dallas,Texas,75081,Central
JL-15850A1,United States,New York City,New York,10035,East
CY-12745A1,United States,San Antonio,Texas,78207,Central
RB-19360A1,United States,Cincinnati,Ohio,45231,East
AR-10825A2,United States,Austin,Texas,78745,Central
CS-11845A1,United States,Seattle,Washington,98105,West
AR-10825A3,United States,Los Angeles,California,90004,West
RD-19810A3,United States,New York City,New York,10035,East
KH-16510A3,United States,Seattle,Washington,98103,West
NF-18385A7,United States,Newark,Ohio,43055,East
SM-20950A4,United States,Maple Grove,Minnesota,55369,Central
GH-14410A1,United States,Glendale,Arizona,85301,West
EM-13810A3,United States,New York City,New York,10009,East
DB-13210A6,United States,Jacksonville,North Carolina,28540,South
PT-19090A4,United States,Houston,Texas,77070,Central
HF-14995A3,United States,San Francisco,California,94109,West
KW-16435A4,United States,Lansing,Michigan,48911,Central
KC-16675A4,United States,Tallahassee,Florida,32303,South
PK-19075A12,United States,Columbia,South Carolina,29203,South
KT-16465A7,United States,Chicago,Illinois,60623,Central
EP-13915A11,United States,Detroit,Michigan,48227,Central
AP-10915A2,United States,Fort Collins,Colorado,80525,West
SH-20395A10,United States,New York City,New York,10024,East
SM-20950A8,United States,New York City,New York,10011,East
BM-11650A5,United States,Columbia,Maryland,21044,East
TC-20980A1,United States,Houston,Texas,77041,Central
KB-16585A7,United States,Lowell,Massachusetts,1852,East
JE-16165A1,United States,Woodland,California,95695,West
DR-12940A2,United States,Chicago,Illinois,60610,Central
RW-19630A5,United States,New York City,New York,10035,East
ML-18040A3,United States,Missouri City,Texas,77489,Central
JL-15130A5,United States,Houston,Texas,77036,Central
CM-12655A3,United States,Jackson,Mississippi,39212,South
FH-14365A8,United States,New York City,New York,10009,East
EH-13945A8,United States,Tempe,Arizona,85281,West
TB-21280A4,United States,Jacksonville,North Carolina,28540,South
AH-10030A2,United States,Philadelphia,Pennsylvania,19134,East
TT-21070A7,United States,Akron,Ohio,44312,East
RD-19900A9,United States,San Diego,California,92037,West
LA-16780A1,United States,Fresno,California,93727,West
SH-19975A6,United States,Pearland,Texas,77581,Central
SF-20200A7,United States,Richmond,Indiana,47374,Central
TH-21235A8,United States,Philadelphia,Pennsylvania,19134,East
VG-21790A1,United States,San Mateo,California,94403,West
NP-18325A6,United States,Oakland,California,94601,West
FH-14275A5,United States,New York City,New York,10024,East
JP-15460A2,United States,Lakewood,New Jersey,8701,East
ES-14080A3,United States,Tempe,Arizona,85281,West
KL-16645A5,United States,New York City,New York,10035,East
BN-11515A2,United States,New York City,New York,10009,East
ND-18370A9,United States,Houston,Texas,77095,Central
JL-15130A3,United States,Riverside,California,92503,West
RC-19825A5,United States,Fairfield,Connecticut,6824,East
CC-12475A5,United States,New York City,New York,10024,East
DW-13195A5,United States,Houston,Texas,77095,Central
CK-12760A5,United States,Arlington,Virginia,22204,South
EG-13900A4,United States,Chicago,Illinois,60623,Central
SJ-20215A2,United States,Grand Prairie,Texas,75051,Central
BP-11185A3,United States,Seattle,Washington,98103,West
SJ-20125A9,United States,Seattle,Washington,98103,West
MC-17590A3,United States,Grand Rapids,Michigan,49505,Central
BG-11740A6,United States,Philadelphia,Pennsylvania,19120,East
MA-17560A7,United States,Chicago,Illinois,60610,Central
CC-12220A8,United States,Seattle,Washington,98105,West
RA-19885A5,United States,Jacksonville,Florida,32216,South
DK-12835A2,United States,Franklin,Tennessee,37064,South
LB-16795A3,United States,Highland Park,Illinois,60035,Central
CM-11815A2,United States,Pasadena,Texas,77506,Central
TS-21205A1,United States,San Francisco,California,94109,West
RF-19345A2,United States,Miami,Florida,33180,South
JF-15565A5,United States,Philadelphia,Pennsylvania,19120,East
EH-14185A6,United States,Decatur,Alabama,35601,South
VW-21775A3,United States,Sioux Falls,South Dakota,57103,Central
KN-16450A4,United States,Visalia,California,93277,West
SJ-20215A3,United States,Los Angeles,California,90049,West
PS-19045A3,United States,Los Angeles,California,90032,West
KM-16225A2,United States,Overland Park,Kansas,66212,Central
GM-14695A1,United States,Alexandria,Virginia,22304,South
KT-16465A2,United States,Raleigh,North Carolina,27604,South
MH-17785A4,United States,New York City,New York,10035,East
AF-10885A2,United States,Fairfield,Ohio,45014,East
JP-16135A7,United States,Muskogee,Oklahoma,74403,Central
RD-19585A5,United States,Temecula,California,92592,West
JF-15295A4,United States,Sterling Heights,Michigan,48310,Central
CK-12595A1,United States,San Diego,California,92024,West
KH-16510A2,United States,Dallas,Texas,75081,Central
CM-12655A1,United States,New York City,New York,10035,East
EB-13870A2,United States,Phoenix,Arizona,85023,West
MW-18235A2,United States,San Francisco,California,94122,West
CS-11950A9,United States,Philadelphia,Pennsylvania,19140,East
SP-20620A4,United States,Laredo,Texas,78041,Central
GT-14635A3,United States,New York City,New York,10009,East
LW-17215A4,United States,New York City,New York,10035,East
AH-10030A1,United States,Gulfport,Mississippi,39503,South
TH-21100A1,United States,San Diego,California,92037,West
HG-15025A7,United States,Oceanside,New York,11572,East
EB-13750A2,United States,Round Rock,Texas,78664,Central
SC-20725A7,United States,Redlands,California,92374,West
TS-21505A4,United States,Columbia,Tennessee,38401,South
TH-21550A4,United States,New York City,New York,10009,East
KD-16270A1,United States,Houston,Texas,77095,Central
GM-14455A3,United States,Chicago,Illinois,60653,Central
PR-18880A3,United States,Oakland,California,94601,West
TB-21055A1,United States,Quincy,Massachusetts,2169,East
ON-18715A3,United States,Yucaipa,California,92399,West
AH-10195A4,United States,Chicago,Illinois,60623,Central
NM-18520A6,United States,Seattle,Washington,98105,West
AR-10510A3,United States,New York City,New York,10024,East
BM-11650A6,United States,San Diego,California,92037,West
CA-12310A3,United States,Bristol,Connecticut,6010,East
NF-18595A3,United States,Chicago,Illinois,60610,Central
AF-10870A2,United States,Chicago,Illinois,60610,Central
TC-21535A7,United States,New York City,New York,10024,East
Dp-13240A11,United States,Revere,Massachusetts,2151,East
MC-17425A3,United States,Houston,Texas,77036,Central
LC-17050A5,United States,Mission Viejo,California,92691,West
BM-11650A4,United States,Dallas,Texas,75217,Central
NW-18400A7,United States,Las Vegas,Nevada,89115,West
TB-21280A3,United States,Norman,Oklahoma,73071,Central
BS-11755A2,United States,San Francisco,California,94122,West
SO-20335A5,United States,Hempstead,New York,11550,East
CS-12490A3,United States,Conroe,Texas,77301,Central
PO-19180A7,United States,Houston,Texas,77095,Central
TD-20995A4,United States,Philadelphia,Pennsylvania,19120,East
SP-20620A9,United States,Tampa,Florida,33614,South
MS-17365A7,United States,New York City,New York,10035,East
Dp-13240A2,United States,Charlotte,North Carolina,28205,South
DB-13660A4,United States,Dallas,Texas,75081,Central
MG-17650A3,United States,Seattle,Washington,98103,West
EH-14185A2,United States,Pasadena,Texas,77506,Central
CL-11890A4,United States,Philadelphia,Pennsylvania,19143,East
KF-16285A5,United States,Indianapolis,Indiana,46203,Central
DH-13075A5,United States,Richmond,Kentucky,40475,South
LA-16780A7,United States,Tinley Park,Illinois,60477,Central
HZ-14950A1,United States,Houston,Texas,77095,Central
CM-12190A6,United States,Los Angeles,California,90004,West
LB-16795A1,United States,Columbus,Ohio,43229,East
JF-15490A4,United States,Columbus,Ohio,43229,East
GM-14695A2,United States,San Francisco,California,94122,West
SS-20590A5,United States,Madison,Wisconsin,53711,Central
TC-21475A3,United States,Aurora,Colorado,80013,West
CC-12430A10,United States,New York City,New York,10024,East
CL-12565A2,United States,Los Angeles,California,90004,West
DE-13255A2,United States,Dubuque,Iowa,52001,Central
SZ-20035A9,United States,Lancaster,Ohio,43130,East
LF-17185A4,United States,Inglewood,California,90301,West
AB-10165A2,United States,Bellevue,Washington,98006,West
NM-18520A4,United States,Chicago,Illinois,60610,Central
RA-19945A3,United States,Dallas,Texas,75217,Central
PO-19195A3,United States,San Francisco,California,94122,West
KA-16525A5,United States,New York City,New York,10024,East
JD-16150A3,United States,New York City,New York,10011,East
JO-15145A6,United States,Philadelphia,Pennsylvania,19140,East
LE-16810A5,United States,Newark,Delaware,19711,East
AH-10690A3,United States,New York City,New York,10024,East
KN-16705A3,United States,Auburn,Alabama,36830,South
TB-21250A3,United States,Los Angeles,California,90049,West
DP-13390A5,United States,San Francisco,California,94110,West
KN-16705A5,United States,Raleigh,North Carolina,27604,South
ST-20530A2,United States,Macon,Georgia,31204,South
EB-13870A9,United States,Nashville,Tennessee,37211,South
AH-10210A4,United States,Nashville,Tennessee,37211,South
AS-10090A7,United States,Philadelphia,Pennsylvania,19143,East
EM-13825A4,United States,Dallas,Texas,75081,Central
KA-16525A4,United States,Perth Amboy,New Jersey,8861,East
HJ-14875A3,United States,Jacksonville,Florida,32216,South
ND-18370A3,United States,Jacksonville,Florida,32216,South
EH-13765A11,United States,Revere,Massachusetts,2151,East
MH-17455A4,United States,Jacksonville,North Carolina,28540,South
CL-11890A2,United States,San Francisco,California,94122,West
SF-20965A6,United States,Columbus,Ohio,43229,East
EP-13915A2,United States,Dearborn Heights,Michigan,48127,Central
